establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,meat_exemption_custom_slaughter,poultry_exemption_custom_slaughter,slaughter,meat_slaughter,beef_cow_slaughter,steer_slaughter,heifer_slaughter,bull_stag_slaughter,dairy_cow_slaughter,heavy_calf_slaughter,bob_veal_slaughter,formula_fed_veal_slaughter,non_formula_fed_veal_slaughter,market_swine_slaughter,sow_slaughter,roaster_swine_slaughter,boar_stag_swine_slaughter,stag_swine_slaughter,feral_swine_slaughter,goat_slaughter,young_goat_slaughter,adult_goat_slaughter,sheep_slaughter,lamb_slaughter,deer_reindeer_slaughter,antelope_slaughter,elk_slaughter,bison_slaughter,buffalo_slaughter,water_buffalo_slaughter,cattalo_slaughter,yak_slaughter,other_voluntary_livestock_slaughter,rabbit_slaughter,poultry_slaughter,young_chicken_slaughter,light_fowl_slaughter,heavy_fowl_slaughter,capon_slaughter,young_turkey_slaughter,young_breeder_turkey_slaughter,old_breeder_turkey_slaughter,fryer_roaster_turkey_slaughter,duck_slaughter,goose_slaughter,pheasant_slaughter,quail_slaughter,guinea_slaughter,ostrich_slaughter,emu_slaughter,rhea_slaughter,squab_slaughter,other_voluntary_poultry_slaughter,slaughter_or_processing_only,slaughter_only_class,slaughter_only_species,meat_slaughter_only_species,poultry_slaughter_only_species,slaughter_volume_category,goat_processing,nrte_ratite_processing,processing,raw_intact_processing,yak_processing,raw_non_intact_ratite_processing,active_egg_grant,rte_yak_processing,rte_processing,unspecified_poultry_processing,raw_non_intact_bison_processing,raw_non_intact_duck_processing,chicken_processing,rte_elk_processing,rabbit_processing,raw_non_intact_poultry_processing,meat_processing,rte_other_voluntary_livestock_processing,deer_processing,raw_non_intact_egg_processing,other_voluntary_livestock_processing,rte_rabbit_processing,last_meat_grant_edit_date,rte_unspecified_meat_processing,nrte_sheep_processing,raw_non_intact_turkey_processing,sheep_processing,rte_egg_processing,meat_exemption_religious_other,rte_pork_processing,poultry_processing,nrte_goose_processing,inspection_system_nsis,rte_buffalo_processing,poultry_harvest_cell_cultured,beef_processing,rte_beef_processing,inspection_system_sis,raw_intact_sheep_processing,rte_pigeon_processing,raw_intact_chicken_processing,nrte_deer_processing,inspection_system_viscera_table_tongue_out,processing_volume_category,raw_intact_beef_processing,rte_deer_processing,raw_intact_turkey_processing,raw_non_intact_exotic_poultry_processing,processing_only_species,nrte_chicken_processing,raw_intact_goose_processing,active_meat_grant,nrte_bison_processing,nrte_beef_processing,last_egg_grant_edit_date,raw_non_intact_pork_processing,raw_intact_unspecified_processing,meat_exemption_retail,rte_exotic_poultry_processing,poultry_exemption_retail,active_poultry_grant,raw_intact_bison_processing,rte_siluriformes_processing,raw_non_intact_unspecified_poultry_processing,raw_non_intact_pigeon_processing,poultry_exemption_religious_islamic,nrte_other_voluntary_livestock_processing,raw_non_intact_other_voluntary_livestock_processing,rte_meat_processing,nrte_reindeer_processing,nrte_exotic_poultry_processing,poultry_exemption_religious,meat_exemption_custom_processing,raw_intact_other_voluntary_livestock_processing,inspection_system_nti1,nrte_unspecified_poultry_processing,nrte_pigeon_processing,rte_unspecified_processing,poultry_further_process_cell_cultured,nrte_buffalo_processing,raw_intact_elk_processing,goose_processing,active_voluntary_grant,raw_intact_antelope_processing,inspection_system_viscera_table_tongue_in,rte_turkey_processing,raw_non_intact_processing,nrte_processing,nrte_rabbit_processing,poultry_exemption_religious_buddhist,raw_intact_pigeon_processing,inspection_system_head_attached,last_voluntary_grant_edit_date,meat_exemption_religious_kosher,raw_intact_meat_processing,inspection_system_nti2_modified,inspection_system_nti2,inspection_system_npis,nrte_turkey_processing,nrte_goat_processing,inspection_system_not_specified,rte_sheep_processing,exotic_poultry_processing,inspection_system_npis_waiver,raw_non_intact_unspecified_meat_processing,rte_unspecified_poultry_processing,meat_processing_only_species,rte_goose_processing,rte_duck_processing,meat_harvest_cell_cultured,nrte_siluriformes_processing,rte_ratite_processing,nrte_pork_processing,raw_non_intact_deer_processing,meat_exemption_religious,raw_intact_pork_processing,raw_non_intact_rabbit_processing,nrte_duck_processing,raw_non_intact_other_voluntary_poultry_processing,raw_non_intact_goose_processing,listeria_alternative,raw_intact_rabbit_processing,rte_goat_processing,raw_non_intact_reindeer_processing,nrte_meat_processing,raw_intact_unspecified_poultry_processing,rte_other_voluntary_poultry_processing,nrte_unspecified_processing,other_voluntary_poultry_processing,nrte_yak_processing,raw_intact_other_voluntary_poultry_processing,nrte_other_voluntary_poultry_processing,raw_non_intact_beef_processing,raw_non_intact_antelope_processing,rte_bison_processing,raw_non_intact_unspecified_processing,nrte_elk_processing,reindeer_processing,duck_processing,raw_intact_duck_processing,raw_intact_buffalo_processing,inspection_system_nti1_modified,unspecified_meat_processing,raw_intact_unspecified_meat_processing,raw_non_intact_buffalo_processing,raw_non_intact_goat_processing,rte_poultry_processing,egg_processing,meat_exemption_religious_halal,raw_intact_goat_processing,inspection_system_traditional,ratite_processing,raw_intact_exotic_poultry_processing,raw_non_intact_elk_processing,raw_non_intact_siluriformes_processing,raw_intact_deer_processing,pigeon_processing,raw_non_intact_yak_processing,raw_intact_ratite_processing,nrte_poultry_processing,unspecified_processing,elk_processing,last_poultry_grant_edit_date,poultry_exemption_custom_processing,siluriformes_processing,raw_non_intact_chicken_processing,processing_only_class,bison_processing,raw_intact_siluriformes_processing,buffalo_processing,inspection_system_nels,inspection_system_head_detached,poultry_exemption_religious_confucian,raw_non_intact_meat_processing,antelope_processing,turkey_processing,poultry_processing_only_species,rte_antelope_processing,raw_intact_yak_processing,poultry_exemption_religious_kosher,nrte_unspecified_meat_processing,inspection_system_viscera_truck,raw_intact_poultry_processing,rte_chicken_processing,meat_further_process_cell_cultured,nrte_antelope_processing,processing_only_category,raw_non_intact_sheep_processing,rte_reindeer_processing,raw_intact_reindeer_processing,pork_processing
NI 26933,,Dogu Döner Produktion e. K.,,Weidegrund 1,Buxtehude,,21614,,,Meat Processing,,,,,53.4641888,9.7198564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY 10197,,Metzgerei Rucker-Forster,,Ingolstädter Str. 1 a,Beilngries,,92339,,,Meat Processing; Meat Slaughter,,,,,49.033011,11.4755745,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BY 11175,,Staatliches Berufliches Schulzentrum Rosenheim,,Prinzregentenstraße 68,Rosenheim,,83024,,,Meat Processing,,,,,47.8624648,12.1100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
HE 10201,,Direktvermarktung Lutz,,Außerhalb 9,Kefenrod,,63699,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE 20244,,"Metzgerei Wilhelm Becker, Meistermetzger GmbH & Co KG",,Alsfelder  Straße 8,Romrod,,36329,,,Meat Processing,,,,,50.7138597,9.2187409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BE 10166,,Hasir Gastronomie Leipziger Platz GmbH,,Beusselstr. 44n-q,Berlin,,10553,,,Meat Processing,,,,,52.5359735,13.3228913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH 00568,,Landschlachterei Brodersby,,Alte Landstraße 18,Brodersby-Goltoft,,24864,,,Meat Processing; Meat Slaughter,,,,,54.5526594,9.700125,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY 30668,,MarOle`s Hofladen,,Unterheising 34,Barbing,,93092,,,Meat Processing; Meat Slaughter,,,,,48.9940651,12.2268676,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NW 10463,,Fleischerei Kietsch,,Am Kurhaus 12,Schmallenberg,,57392,,,Meat Processing; Meat Slaughter,,,,,51.1890545,8.3128289,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NW 90349,,Fleischerei Willi Holz GmbH,,Wittener Straße 166,Castrop-Rauxel,,44575,,,Meat Processing,,,,,51.5383006,7.3172081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SN 20800,,Ökobauernhof Kaiser,,Schulstr. 16,Königsbrück  OT Gräfenhain,,01936,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
HE 10289,,Direktvermarktung Herber GbR,,Luisenhof,Steinau an der Straße,,36396,,,Meat Processing; Meat Slaughter,,,,,50.3580652,9.4226547,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NW 90321,,Hofladen Slütter GmbH & Co. KG,,Pröbstinger Busch 8,Borken,,46325,,,Meat Processing; Meat Slaughter,,,,,51.8309862,6.7866683,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TH 76765,,Landhof GmbH,,Eichenstraße 7,Lederhose,,07589,,,Meat Processing,,,,,50.8052288,11.9158689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NW 70544,,Fleischerei Steins GmbH,,Heidestraße 60,Würselen,,52146,,,Meat Processing,,,,,50.8393917,6.1127871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BY 50603,,Evenord eG,,Raudtener Str. 6,Nürnberg,,90475,,,Meat Processing,,,,,49.411094,11.1626932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BY 70830,,Blender Direktvermarktung GbR,,Burk 11,Seeg,,87637,,,Meat Processing; Meat Slaughter,,,,,47.6594859,10.6240814,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
TH 01914,,Landhof Lehmann GbR,,Aubitz 7,Petersberg,,07616,,,Meat Processing; Meat Slaughter,,,,,50.9760416,11.8419015,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB 60031,,Buckower Landfleischerei,,Buckow 14,Schorfheide,,16244,,,Meat Processing,,,,,52.8849835,13.734056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BW 05025,,Metzgerei Reichenbach GmbH & Co.KG,,In den Engematten 9,Glottertal,,79286,,,Meat Processing; Meat Slaughter,,,,,48.0552769,7.9205798,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
BY 60377,,Auenland Beef GmbH,,Aurachsmühle 1,Hofheim in Unterfranken - OT Ostheim,,97461,,,Meat Processing,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NW 70093,,Schlachtstätte Thomas Wirths,,Hochstraßen 16,Nümbrecht,,51588,,,Meat Processing; Meat Slaughter,,,,,50.9143743,7.4936863,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW 50046,,Tschamberhof - Hermann Mayer,,Bürgelnweg 8,Badenweiler,,79410,,,Meat Processing; Meat Slaughter,,,,,47.7783142,7.6769898,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN 20803,,Landschlachtstelle Berger GbR,,Untere Dorfstr. 41,Herrnhut OT Ruppersdorf,,02747,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW 32020,,Firma Maik Müller,,Bruckwasenweg 33,Horb OT Talheim,,72160,,,Meat Processing; Meat Slaughter,,,,,0.0,0.0,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY 50578,,Kupfers Metzgermarkt GmbH & Co. KG,,Am Klosterwald 2,Heilsbronn,,91560,,,Meat Processing,,,,,49.3329317,10.7800491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
HE 20109,,Metzgerei Becker,,Mittelbiel 5,Solms,,35606,,,Meat Processing; Meat Slaughter,,,,,50.5547095,8.4129535,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
SN 10814,,Heidi Windisch,,Hauptstr. 80,Burkhardtsdorf,,09235,,,Meat Processing; Meat Slaughter,,,,,50.7280813,12.8751409,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
NW 30448,,Tek Tat Dönerproduktion,,Boomberge 23,Harsewinkel,,33428,,,Meat Processing,,,,,51.9480594,8.2241286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
